status,top1_agreement,hard_slice_agreement,legal_precision,legal_recall,mono_few_boundary_drift,few_many_boundary_drift,cohort_size_total,cohort_size_winner,cohort_size_boundary,cohort_size_near_legality,cohort_size_disagreement,cohort_size_control,source_run,notes
projected_decision_preservation,0.3,0.5,1.0,1.0,0.0,0.0,24,8,4,4,1,7,/home/zhaojw/Chip/PICASSO/results/aggregated/20260405_205311_paper_core_bootstrap,Backend closure is reported as projected decision preservation over canonical design-record projections. It is not a sign-off correctness claim.
